Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1,1,0,1,0,0,19,1042,2,3,2,53,35.0
1,1,0,0,0,1,37,148,4,4,4,0,0.0
1,1,0,0,0,1,59,460,4,4,4,0,0.0
0,1,0,1,0,0,24,589,4,5,4,0,0.0
0,1,0,1,0,0,20,227,3,3,3,0,0.0
0,1,0,1,0,0,22,594,4,4,4,8,13.0
0,1,0,0,0,0,39,300,5,5,5,38,30.0
0,1,0,0,0,0,40,2402,4,3,4,0,12.0
1,1,0,0,0,0,43,624,4,4,4,24,22.0
1,1,0,1,0,0,26,867,3,4,3,0,0.0
0,1,0,1,0,0,36,145,2,2,2,0,2.0
0,1,0,0,0,0,28,2227,2,4,2,0,0.0
0,1,0,1,0,0,22,216,2,5,2,3,1.0
1,1,0,1,0,0,37,575,5,3,5,0,0.0
0,1,0,1,0,0,23,369,5,3,5,0,0.0
1,1,0,1,0,0,25,551,3,2,3,4,13.0
0,1,0,1,0,0,22,1020,4,4,4,0,0.0
1,1,0,0,0,0,59,237,3,3,3,0,0.0
0,1,0,0,0,1,49,964,5,5,5,0,0.0
0,1,0,0,0,0,40,752,1,4,1,19,29.0
0,1,0,0,0,0,24,181,3,4,3,16,13.0
0,1,0,1,0,0,26,352,2,5,2,0,0.0
0,1,0,1,0,0,23,2454,1,3,4,0,33.0
1,1,0,1,0,0,24,197,3,5,3,4,4.0
1,1,0,1,0,1,23,528,4,2,4,31,38.0
0,1,0,1,0,1,23,356,4,5,4,0,0.0
0,1,0,0,0,0,48,628,4,4,4,0,0.0
1,1,0,0,0,0,36,588,1,4,1,0,0.0
0,1,0,0,0,0,34,1797,5,5,5,0,0.0
0,1,0,0,0,0,39,1172,2,4,2,30,31.0
0,1,0,1,0,1,77,224,2,4,2,0,13.0
1,1,0,1,0,0,23,1521,1,4,1,22,53.0
1,1,0,1,0,0,25,748,3,5,3,100,88.0
0,1,0,1,0,0,43,1034,1,3,1,7,0.0
0,1,0,1,0,0,34,1126,4,2,4,0,18.0
0,1,0,1,0,0,26,2349,4,4,4,0,0.0
0,1,0,0,0,0,27,455,5,4,3,161,200.0
0,1,0,1,0,0,20,986,3,4,3,77,67.0
1,1,0,0,0,0,39,446,3,4,3,2,0.0
0,1,0,0,1,0,28,1585,2,4,2,5,3.0
0,1,0,0,0,1,18,500,4,5,4,0,0.0
0,1,0,0,0,0,41,323,2,3,2,18,7.0
1,1,0,0,0,0,38,1201,4,4,4,10,0.0
1,1,0,0,0,1,24,441,5,4,5,5,0.0
0,1,0,0,1,0,22,1180,1,3,1,0,0.0
0,1,0,0,0,0,26,187,3,5,3,0,2.0
1,1,0,0,0,0,25,325,3,4,3,0,0.0
0,1,0,1,0,0,23,430,4,1,4,0,0.0
0,1,0,0,0,1,22,294,2,5,2,0,0.0
1,1,0,1,0,0,22,1846,1,4,1,8,0.0
1,1,0,0,0,1,44,152,5,5,5,0,0.0
0,1,0,1,0,0,37,496,2,4,2,0,0.0
0,1,0,1,0,0,38,399,2,1,2,0,0.0
1,1,0,1,0,0,20,759,2,3,2,0,0.0
0,1,0,1,0,0,20,954,5,3,5,37,21.0
1,1,0,0,0,0,34,305,1,5,1,0,0.0
0,1,0,0,0,1,38,358,5,5,5,0,0.0
1,1,0,0,0,0,37,224,5,3,5,40,48.0
1,1,0,1,0,0,24,554,3,5,3,25,32.0
1,1,0,1,0,1,22,1060,2,5,2,0,0.0
0,1,0,0,0,1,27,967,4,4,4,35,25.0
0,1,0,0,0,0,49,762,5,5,5,0,0.0
0,1,0,0,0,0,44,422,1,5,1,0,0.0
0,1,0,1,0,0,24,666,2,4,2,3,0.0
0,1,0,1,0,0,44,388,3,4,3,84,77.0
1,1,0,1,0,0,29,696,4,4,4,0,0.0
0,1,0,1,0,0,37,589,3,4,3,7,1.0
1,1,0,1,0,0,20,226,5,4,5,0,0.0
1,1,0,1,0,0,29,533,5,4,5,0,0.0
0,1,0,0,0,0,40,240,5,3,5,0,10.0
1,1,0,0,0,1,42,247,2,5,2,0,0.0
0,1,0,1,0,0,28,1024,1,2,1,0,0.0
1,1,0,1,0,0,23,191,5,4,5,0,0.0
1,1,0,0,0,0,35,304,3,3,3,0,0.0
1,1,0,0,0,1,24,333,3,5,3,0,4.0
0,1,0,0,0,0,33,606,3,4,3,7,0.0
1,1,0,1,0,0,20,312,1,4,1,16,16.0
0,1,0,1,0,1,14,529,4,5,4,31,14.0
0,1,0,0,0,0,25,239,5,5,5,0,0.0
1,1,0,0,0,0,30,861,2,4,2,4,0.0
0,1,0,0,1,0,27,501,3,3,3,0,0.0
1,1,0,1,0,1,24,1220,2,5,2,0,2.0
1,1,0,1,0,0,25,1144,3,4,3,3,0.0
0,1,0,0,0,1,27,1660,3,4,3,0,0.0
1,1,0,0,0,0,25,1129,2,4,2,0,17.0
0,1,0,0,0,1,26,954,3,3,3,0,0.0
1,1,0,1,0,0,52,577,2,4,2,0,0.0
1,1,0,1,0,1,23,849,5,5,5,0,0.0
1,1,0,1,0,1,22,1407,5,5,5,0,0.0
0,1,0,0,0,1,20,277,2,4,2,0,10.0
0,1,0,0,0,0,39,1874,1,3,1,46,39.0
1,1,0,0,0,1,24,795,1,4,1,0,0.0
0,1,0,1,0,0,18,588,4,4,4,16,10.0
1,1,0,1,0,0,29,1134,3,3,3,0,0.0
1,1,0,0,0,0,39,280,1,3,1,0,8.0
0,1,0,1,0,0,27,522,2,2,2,0,0.0
0,1,0,0,0,0,35,899,5,5,5,2,8.0
1,1,0,1,0,0,19,991,2,3,2,0,25.0
0,1,0,1,0,0,54,293,5,4,5,0,0.0
0,1,0,0,0,1,17,1059,3,5,3,0,0.0
1,1,0,1,0,0,38,489,3,4,3,0,0.0
0,1,0,1,0,0,34,405,1,3,1,10,2.0
0,1,0,1,0,1,25,554,2,1,2,8,7.0
0,1,0,0,0,1,45,602,1,4,1,11,0.0
1,1,0,1,0,0,38,78,2,1,2,0,0.0
0,1,0,1,0,0,37,611,2,3,2,10,30.0
0,1,0,1,0,0,27,714,3,3,3,10,0.0
1,1,0,1,0,1,22,1497,1,4,1,0,0.0
1,1,0,1,0,0,20,533,3,2,3,0,0.0
1,1,0,1,0,0,39,456,2,3,2,12,0.0
1,1,0,1,0,0,38,419,3,4,3,56,56.0
0,1,0,1,0,0,49,1440,3,3,3,57,81.0
0,1,0,1,0,0,20,1235,4,4,4,9,2.0
1,1,0,0,0,1,15,1733,4,5,4,1,3.0
0,1,0,0,0,1,29,334,5,4,5,11,0.0
0,1,0,0,0,0,25,546,4,4,4,0,0.0
1,1,0,1,0,0,12,1371,2,3,2,0,27.0
0,1,0,0,0,1,24,158,2,4,2,0,46.0
1,1,0,0,0,0,27,1389,2,5,2,0,0.0
1,1,0,1,0,0,25,1072,4,4,4,0,0.0
1,1,0,1,0,0,12,526,1,3,1,48,43.0
1,1,0,1,0,0,29,409,3,2,3,0,0.0
1,1,0,1,0,0,47,77,1,3,1,0,0.0
0,1,0,1,0,0,36,174,4,5,4,0,15.0
1,1,0,0,0,1,39,214,1,5,1,5,0.0
0,1,0,0,0,0,47,997,3,2,3,0,0.0
0,1,0,1,0,0,23,259,1,3,1,39,27.0
1,1,0,1,0,1,20,296,4,5,4,0,0.0
0,1,0,1,0,0,19,965,2,4,2,0,0.0
0,1,0,1,0,0,22,464,3,4,3,20,8.0
0,1,0,0,0,0,33,335,3,5,3,0,0.0
0,1,0,0,0,0,29,2296,4,3,4,0,0.0
1,1,0,1,0,0,26,1146,2,3,2,0,19.0
0,1,0,0,1,0,45,770,5,3,5,0,0.0
0,1,0,1,0,0,32,283,5,1,5,0,8.0
0,1,0,1,0,0,20,425,2,4,2,0,0.0
1,1,0,1,0,0,21,1236,5,3,5,11,0.0
1,1,0,1,0,0,22,557,1,5,1,0,5.0
1,1,0,0,0,0,37,216,1,1,1,1,0.0
0,1,0,1,0,0,23,1165,5,4,5,35,28.0
1,1,0,0,0,0,24,139,4,4,4,105,113.0
0,1,0,0,0,1,22,373,5,5,5,11,0.0
0,1,0,1,0,0,38,453,4,4,4,0,3.0
1,1,0,1,0,0,9,837,2,3,2,12,18.0
1,1,0,0,0,0,52,550,4,5,4,0,0.0
1,1,0,1,0,0,39,177,2,3,2,9,22.0
0,1,0,1,0,0,33,199,3,3,3,6,0.0
0,1,0,1,0,0,20,630,4,5,4,0,0.0
0,1,0,0,0,1,24,1237,4,4,4,0,3.0
0,1,0,0,0,0,27,861,4,5,4,0,9.0
0,1,0,1,0,0,55,199,4,4,4,0,0.0
0,1,0,1,0,0,13,861,4,4,4,28,17.0
1,1,0,1,0,0,30,534,3,3,3,30,16.0
0,1,0,0,0,0,60,1346,1,5,1,0,0.0
0,1,0,1,0,0,27,1721,2,5,2,1,0.0
1,1,0,1,0,1,25,1121,2,3,2,53,64.0
1,1,0,1,0,0,19,576,4,4,4,0,11.0
1,1,0,1,0,0,9,1052,3,2,3,77,73.0
0,1,0,1,0,0,18,522,4,2,4,0,0.0
0,1,0,0,1,0,22,174,2,1,5,316,326.0
0,1,0,0,0,0,54,108,1,4,1,0,2.0
1,1,0,1,0,0,33,1392,3,4,5,184,179.0
0,1,0,1,0,0,21,612,1,3,1,0,0.0
0,1,0,1,0,0,22,202,1,4,1,0,0.0
1,1,0,0,0,1,65,369,1,5,1,0,0.0
1,1,0,0,0,1,22,589,4,4,4,0,0.0
1,1,0,1,0,0,24,373,1,3,1,0,0.0
0,1,0,0,0,0,36,1072,2,4,2,62,39.0
0,1,0,1,0,0,22,551,5,5,5,0,0.0
0,1,0,1,0,0,23,201,2,3,2,28,26.0
0,1,0,0,0,0,85,899,2,4,3,0,0.0
0,1,0,1,0,0,23,337,5,4,5,0,0.0
0,1,0,1,0,1,24,862,3,5,3,181,180.0
1,1,0,1,0,1,24,462,2,5,2,4,1.0
0,1,1,1,0,0,40,2486,1,3,4,0,5.0
0,1,0,0,0,1,22,237,2,4,2,0,0.0
1,1,0,0,0,1,48,719,5,4,5,9,0.0
0,1,0,0,0,0,45,585,1,5,1,0,0.0
1,1,0,0,0,1,23,605,2,5,2,0,1.0
0,1,0,0,0,0,37,226,5,5,5,0,0.0
1,1,0,0,0,0,59,308,1,5,1,9,12.0
0,1,0,1,0,0,21,201,3,5,3,0,0.0
0,1,0,0,0,1,28,1462,2,4,2,0,0.0
1,1,0,1,0,0,23,337,3,3,3,0,0.0
1,1,0,1,0,0,22,462,1,3,1,35,30.0
0,1,0,0,0,1,28,551,4,4,4,45,38.0
0,1,0,1,0,0,42,250,5,2,5,39,22.0
0,1,0,0,0,1,26,1587,2,3,2,0,0.0
0,1,0,0,0,0,32,416,3,4,3,0,7.0
1,1,0,1,0,0,38,615,3,2,4,139,109.0
0,1,0,0,0,0,40,402,1,5,1,28,35.0
1,1,0,1,0,0,32,170,2,2,2,30,15.0
1,1,0,1,0,0,34,409,3,3,3,0,50.0
0,1,0,0,0,1,37,587,4,4,4,90,88.0
0,1,0,1,0,0,20,457,5,4,5,0,9.0
0,1,0,1,0,0,37,668,2,3,2,0,0.0
1,1,0,1,0,0,41,641,2,5,2,0,0.0
1,1,0,0,0,0,42,335,5,4,5,0,0.0
0,1,0,1,0,0,22,1370,3,4,3,13,0.0
1,1,0,1,0,1,39,301,1,3,1,18,18.0
0,1,0,0,0,1,49,1107,5,5,5,0,0.0
1,1,0,0,0,1,45,351,1,3,1,19,12.0
0,1,0,1,0,0,54,915,2,1,2,0,0.0
1,1,0,0,0,0,37,480,5,4,5,55,51.0
1,1,0,0,0,0,37,405,4,5,4,10,5.0
0,1,0,1,0,0,56,425,2,4,2,0,0.0
1,1,0,0,0,1,39,936,2,5,2,17,7.0
1,1,0,0,0,0,36,213,5,4,5,0,0.0
0,1,0,1,0,0,22,222,5,3,5,0,0.0
0,1,0,1,0,0,47,173,3,1,3,0,14.0
0,1,0,0,0,0,24,1192,4,3,4,0,0.0
1,1,0,0,0,0,57,1256,2,4,2,0,0.0
1,1,0,1,0,0,30,302,4,1,4,0,0.0
0,1,0,1,0,0,29,120,5,2,5,0,9.0
0,1,0,1,0,0,22,651,1,3,1,40,44.0
1,1,0,1,0,0,30,599,1,2,1,0,2.0
0,1,0,0,0,0,36,647,2,4,2,5,4.0
1,1,0,0,0,0,12,1092,4,3,4,30,16.0
1,1,0,1,0,0,20,2640,1,3,3,0,0.0
1,1,0,0,0,0,39,134,4,5,4,0,0.0
1,1,0,0,0,1,22,140,1,5,1,0,0.0
1,1,0,1,0,1,22,481,1,4,1,0,0.0
0,1,0,0,0,0,35,874,4,5,4,0,0.0
1,1,0,1,0,0,39,447,3,4,3,0,0.0
0,1,0,0,1,0,20,1076,5,4,5,16,0.0
0,1,0,1,0,1,24,259,3,5,3,0,0.0
1,1,0,0,0,0,45,1164,3,5,3,53,35.0
0,1,0,0,1,0,29,1436,1,4,1,0,0.0
0,1,0,1,0,0,27,163,1,2,1,0,2.0
0,1,0,1,0,0,38,321,1,2,1,8,33.0
0,1,0,1,0,0,30,1590,1,2,1,5,29.0
0,1,0,0,0,0,80,525,3,3,2,11,19.0
0,1,0,1,0,1,17,731,4,3,4,9,0.0
0,1,0,1,0,0,36,1416,4,4,4,0,0.0
0,1,0,1,0,0,27,1262,2,4,2,3,0.0
0,1,0,0,0,0,44,722,4,4,4,0,0.0
0,1,0,1,0,0,21,287,3,3,3,0,29.0
1,1,0,0,0,0,29,919,5,4,5,0,0.0
1,1,0,0,0,0,33,2704,4,5,1,10,0.0
0,1,0,0,0,1,42,393,3,4,3,0,0.0
0,1,0,1,0,0,21,327,5,4,5,3,0.0
1,1,0,1,0,0,35,1747,5,3,5,11,0.0
1,1,0,0,0,0,33,364,2,5,2,0,6.0
1,1,0,1,0,0,29,1404,3,3,3,0,0.0
1,1,0,1,0,1,25,101,3,4,3,0,0.0
0,1,0,1,0,0,33,201,5,3,5,43,37.0
0,1,0,0,0,1,23,226,5,5,5,7,9.0
1,1,0,0,0,1,62,342,1,4,1,0,17.0
0,1,0,1,0,0,54,153,1,3,1,53,44.0
1,1,0,0,0,0,57,234,5,3,5,33,27.0
1,1,0,1,0,1,24,496,2,5,2,0,0.0
0,1,0,0,1,0,38,238,4,1,4,0,0.0
0,1,0,0,0,0,42,1788,3,4,3,0,0.0
1,1,0,1,0,0,34,368,4,3,4,0,0.0
0,1,0,1,0,0,24,452,3,5,3,0,0.0
0,1,0,1,0,0,24,937,2,5,2,5,0.0
0,1,0,1,0,0,59,489,3,3,3,4,0.0
0,1,0,0,0,0,27,134,5,4,5,0,0.0
0,1,0,1,0,0,36,409,5,4,5,0,0.0
1,1,0,0,0,1,22,931,4,5,4,0,0.0
1,1,0,0,0,0,39,1121,3,2,3,0,4.0
1,1,0,1,0,0,22,862,2,5,2,90,77.0
0,1,0,0,0,0,49,632,2,5,2,0,0.0
1,1,0,0,0,1,39,216,3,3,3,0,7.0
0,1,0,1,0,0,25,775,5,4,5,0,11.0
0,1,0,1,0,0,33,89,5,3,5,0,0.0
0,1,0,0,0,0,29,812,4,5,4,0,0.0
0,1,0,0,0,0,27,601,2,5,2,0,0.0
0,1,0,1,0,0,38,347,4,3,4,0,0.0
1,1,0,0,0,0,48,216,4,4,4,0,0.0
1,1,0,0,0,0,57,813,5,4,5,9,5.0
0,1,0,0,0,1,27,581,2,5,2,0,0.0
0,1,1,1,0,1,11,1325,2,3,2,5,0.0
0,1,0,1,0,0,44,1384,2,1,2,0,0.0
1,1,0,1,0,0,26,448,3,2,3,27,25.0
1,1,0,1,0,0,27,715,4,2,4,0,0.0
0,1,0,0,0,1,39,338,4,5,4,7,1.0
0,1,0,1,0,0,37,500,3,5,3,0,0.0
1,1,0,1,0,0,44,327,5,3,5,32,11.0
1,1,0,0,0,1,41,309,5,5,5,0,0.0
1,1,0,0,0,0,38,452,4,4,4,3,11.0
1,1,0,1,0,0,26,1476,5,3,5,44,62.0
0,1,0,1,0,0,27,213,3,3,3,38,54.0
1,1,0,1,0,0,22,528,4,4,4,0,0.0
0,1,0,0,0,0,42,1947,2,5,2,5,0.0
1,1,0,0,0,0,26,354,3,3,3,0,7.0
0,1,0,1,0,0,21,363,4,5,4,0,0.0
1,1,0,1,0,0,26,550,1,1,1,46,37.0
1,1,0,0,0,0,38,351,5,5,5,0,0.0
0,1,0,1,0,0,23,612,1,4,1,0,0.0
0,1,0,0,0,0,39,954,5,1,5,0,0.0
0,1,0,1,0,1,22,1016,4,3,4,0,5.0
0,1,0,0,0,0,25,371,5,5,5,0,0.0
0,1,0,1,0,0,23,692,4,4,4,1,2.0
1,1,0,1,0,1,29,695,2,3,2,0,34.0
0,1,0,1,0,0,28,1074,3,3,3,126,118.0
0,1,0,0,0,0,28,920,4,4,4,0,0.0
1,1,0,0,0,0,29,1389,3,4,3,5,4.0
0,1,0,1,0,0,27,406,2,4,2,0,0.0
1,1,0,1,0,0,36,157,2,1,2,0,0.0
0,1,0,1,0,0,29,581,4,4,4,1,0.0
0,1,0,1,0,0,28,723,1,3,4,37,35.0
0,1,0,1,0,0,23,829,1,1,1,4,0.0
0,1,0,1,0,0,29,395,5,4,5,0,0.0
0,1,0,0,0,0,27,2133,3,4,3,0,0.0
1,1,0,1,0,0,40,799,5,3,5,64,63.0
1,1,0,0,0,0,32,309,4,5,4,0,0.0
0,1,0,1,0,0,20,569,1,3,1,31,28.0
0,1,0,1,0,1,23,402,3,2,3,4,0.0
0,1,0,1,0,0,22,781,4,5,4,0,0.0
0,1,0,1,0,0,37,259,4,3,4,1,3.0
0,1,0,1,0,0,23,1069,2,3,1,180,194.0
0,1,0,0,0,1,24,304,1,3,1,0,0.0
1,1,0,1,0,0,38,537,5,3,5,0,7.0
1,1,0,0,0,0,27,197,4,4,4,13,9.0
0,1,0,0,0,1,25,577,2,4,2,15,1.0
1,1,0,0,0,0,35,966,4,5,4,0,0.0
1,1,0,0,0,0,38,1167,3,2,3,0,0.0
0,1,0,1,0,0,20,967,1,3,1,23,11.0
0,1,0,0,0,1,40,1249,2,3,2,0,5.0
0,1,0,0,1,0,34,927,3,2,3,0,0.0
1,1,0,1,0,0,8,692,3,4,3,0,0.0
0,1,0,0,0,0,36,689,2,4,2,1,6.0
1,1,0,0,0,0,30,1846,2,5,2,0,0.0
1,1,0,0,0,0,29,691,4,4,4,0,0.0
0,1,0,0,0,0,40,341,2,3,2,0,0.0
0,1,0,1,0,0,38,871,3,4,3,0,12.0
1,1,0,1,0,0,24,580,2,4,2,8,2.0
0,1,0,1,0,0,20,315,5,4,5,0,0.0
1,1,0,0,1,0,20,210,4,3,4,43,59.0
1,1,0,1,0,0,24,471,5,4,5,43,40.0
1,1,0,0,0,1,20,1635,4,4,4,18,1.0
0,1,0,1,0,0,42,697,2,4,2,0,0.0
1,1,0,1,0,0,21,814,4,5,4,3,0.0
1,1,0,0,0,0,64,255,2,4,2,0,0.0
1,1,0,0,0,0,25,239,2,4,2,4,6.0
0,1,0,0,0,1,44,408,2,4,2,0,0.0
1,1,0,1,0,0,48,1050,1,1,1,0,6.0
0,1,0,1,0,0,29,1028,1,3,2,101,210.0
1,1,0,1,0,0,29,1009,3,4,3,0,0.0
1,1,0,1,0,1,21,451,3,2,3,0,1.0
1,1,0,0,0,0,32,337,2,4,2,8,5.0
0,1,0,1,0,0,22,543,2,3,2,41,34.0
1,1,0,1,0,1,22,845,5,4,5,15,9.0
1,1,0,1,0,0,21,978,2,3,2,19,14.0
0,1,0,1,0,0,23,1431,1,5,1,0,0.0
1,1,0,1,0,0,25,1013,2,4,2,0,0.0
0,1,0,0,0,0,28,909,4,5,4,0,0.0
0,1,0,1,0,0,20,862,5,4,5,35,32.0
1,1,0,0,0,0,27,453,2,5,2,0,0.0
0,1,0,1,0,1,21,872,4,4,4,16,5.0
0,1,0,0,0,0,30,1521,4,4,4,2,4.0
1,1,0,0,0,1,27,130,4,4,4,14,17.0
1,1,1,0,0,0,35,1532,3,3,3,0,0.0
1,1,0,0,0,1,22,1172,1,5,1,0,16.0
0,1,0,1,0,0,31,1024,3,1,3,24,31.0
0,1,0,0,1,0,51,541,4,2,4,1,0.0
0,1,0,1,0,0,21,405,3,5,3,0,14.0
0,1,0,0,0,0,21,862,1,4,1,0,0.0
0,1,0,1,0,1,10,964,1,4,1,10,0.0
1,1,0,1,0,1,23,67,2,5,2,70,72.0
0,1,0,1,0,1,61,227,4,2,4,0,0.0
0,1,0,0,1,0,25,544,5,4,5,24,84.0
0,1,0,0,0,1,22,849,5,4,5,1,1.0
1,1,0,1,0,0,24,427,2,1,2,0,0.0
1,1,0,1,0,0,31,921,3,3,3,125,113.0
0,1,0,1,0,0,29,874,4,4,4,54,47.0
1,1,0,1,0,0,22,496,2,4,2,7,0.0
0,1,0,1,0,0,27,632,1,3,1,57,45.0
1,1,0,0,0,1,21,1009,5,5,5,0,0.0
1,1,0,1,0,0,21,1037,2,3,3,13,0.0
0,1,0,0,0,1,29,1390,5,5,5,29,3.0
0,1,0,0,0,0,34,692,1,4,1,0,0.0
0,1,0,0,0,1,19,859,2,4,2,1,0.0
0,1,0,1,0,0,48,944,5,3,5,0,24.0
0,1,0,1,0,0,23,676,5,3,5,81,91.0
0,1,0,0,0,0,25,448,1,4,1,0,0.0
0,1,0,0,0,0,36,430,5,4,5,0,0.0
1,1,0,1,0,0,22,819,4,5,4,117,113.0
1,1,0,0,0,0,42,954,5,5,5,0,0.0
0,1,0,1,0,0,44,718,5,4,5,0,18.0
0,1,0,1,0,1,24,517,1,5,1,0,0.0
0,1,0,1,0,0,27,192,2,4,2,0,6.0
1,1,0,0,0,0,30,813,3,5,3,0,0.0
1,1,0,1,0,0,37,1285,4,3,4,0,0.0
0,1,0,1,0,0,43,370,3,3,3,0,10.0
0,1,0,1,0,0,24,236,4,3,4,0,0.0
0,1,0,0,0,0,23,323,5,4,5,70,59.0
1,1,0,1,0,0,27,262,1,2,1,0,0.0
0,1,0,0,0,1,25,592,5,5,5,0,0.0
0,1,0,1,0,0,38,453,1,4,1,0,0.0
1,1,0,1,0,0,44,842,2,1,2,0,0.0
0,1,0,0,0,0,80,174,1,1,2,0,0.0
0,1,0,1,0,0,27,119,3,1,3,0,0.0
0,1,0,0,0,1,54,190,2,5,2,3,4.0
0,1,0,1,0,0,7,714,4,4,4,0,0.0
0,1,0,1,0,0,23,425,5,3,5,34,34.0
0,1,0,1,0,0,30,872,5,3,5,15,5.0
1,1,0,0,0,0,26,1037,3,5,3,0,0.0
0,1,0,1,0,1,10,868,4,4,4,0,0.0
0,1,0,1,0,0,21,134,4,5,4,0,0.0
0,1,0,0,0,0,26,533,4,4,4,0,0.0
0,1,0,1,0,0,26,248,5,4,5,43,36.0
1,1,0,1,0,0,27,164,2,1,2,0,0.0
1,1,0,0,0,0,25,502,5,4,5,0,0.0
0,1,0,1,0,0,26,874,5,4,5,0,0.0
1,1,0,0,0,1,46,867,3,4,3,0,9.0
0,1,0,1,0,1,22,1118,3,5,3,17,26.0
1,1,0,1,0,0,43,126,3,1,3,8,0.0
0,1,0,0,1,0,39,557,1,3,1,40,58.0
0,1,0,0,0,1,29,1609,4,5,4,0,5.0
1,1,0,1,0,1,21,377,4,5,4,0,4.0
1,1,1,1,0,1,17,331,4,3,4,0,0.0
0,1,0,1,0,1,22,119,4,5,4,7,0.0
0,1,0,0,1,0,44,697,4,4,4,0,3.0
0,1,0,0,0,1,39,453,2,5,2,0,5.0
0,1,0,0,0,0,39,1201,2,3,2,0,19.0
0,1,0,1,0,0,37,280,1,3,1,0,0.0
1,1,0,1,0,0,23,1195,5,3,5,24,3.0
0,1,0,1,0,0,26,216,4,3,4,0,0.0
0,1,0,0,0,0,27,270,4,4,4,0,0.0
0,1,0,1,0,0,37,455,4,3,4,0,0.0
0,1,0,1,0,0,32,403,4,4,4,0,0.0
1,1,0,0,0,1,23,961,5,4,5,6,0.0
0,1,0,1,0,0,37,299,1,3,3,265,291.0
0,1,0,1,0,0,38,1121,5,4,5,25,35.0
0,1,0,1,0,0,16,612,1,4,1,13,5.0
1,1,0,0,0,1,19,991,5,5,5,91,105.0
0,1,0,1,0,0,36,274,2,4,2,0,0.0
0,1,0,0,1,0,64,602,2,3,2,0,0.0
0,1,0,0,0,1,30,235,1,5,1,92,80.0
1,1,0,1,0,0,26,147,4,1,4,30,14.0
0,1,0,0,0,1,25,601,2,4,2,0,0.0
0,1,0,1,0,1,11,599,2,5,2,0,0.0
1,1,0,1,0,0,23,466,5,3,5,34,30.0
1,1,0,0,0,0,39,936,3,4,3,0,0.0
0,1,0,0,1,0,25,634,5,2,5,0,0.0
1,1,0,1,0,1,40,163,1,2,1,0,0.0
1,1,0,1,0,0,23,723,1,3,1,0,35.0
0,1,0,1,0,1,23,226,3,5,3,2,0.0
0,1,0,0,0,0,39,247,2,4,2,94,95.0
0,1,0,0,0,1,20,909,5,4,5,31,1.0
1,1,0,1,0,0,23,566,5,2,5,10,15.0
1,1,0,0,1,0,41,591,3,3,5,306,295.0
0,1,0,0,0,1,26,679,1,4,1,0,0.0
0,1,0,0,1,1,30,620,4,1,4,14,12.0
0,1,0,0,0,0,25,1389,2,4,2,0,0.0
1,1,0,1,0,0,41,537,5,4,5,151,136.0
1,1,0,0,0,0,34,522,1,3,3,141,125.0
1,1,0,1,0,0,15,1170,2,3,2,65,48.0
0,1,0,0,0,0,54,190,3,4,3,0,0.0
0,1,0,1,0,0,37,967,1,2,1,43,49.0
1,1,0,1,0,0,21,809,1,4,1,15,15.0
1,1,0,0,0,1,30,1136,5,4,5,0,0.0
1,1,0,1,0,0,20,802,3,3,3,35,18.0
0,1,0,0,0,1,20,1246,5,5,5,9,24.0
1,1,0,0,0,1,25,814,4,5,4,108,116.0
0,1,0,0,0,0,25,391,1,4,1,0,0.0
1,1,0,1,0,0,41,402,1,1,1,0,13.0
1,1,0,0,0,1,27,1440,3,5,3,103,87.0
0,1,0,1,0,0,23,109,4,3,4,0,0.0
0,1,0,1,0,0,44,2306,2,1,2,0,0.0
0,1,0,1,0,1,22,253,3,4,3,0,0.0
0,1,0,0,0,1,22,533,3,4,3,0,0.0
0,1,0,1,0,0,46,406,5,4,5,0,17.0
0,1,0,1,0,1,24,1180,4,1,4,69,58.0
0,1,0,1,0,0,38,235,5,3,5,1,0.0
0,1,0,1,0,1,19,1206,5,4,5,0,0.0
1,1,0,1,0,0,22,936,1,4,1,0,0.0
1,1,0,1,0,0,39,328,1,1,1,0,0.0
0,1,0,1,0,1,23,197,5,5,5,4,1.0
0,1,0,1,0,0,47,495,5,2,5,0,0.0
0,1,0,0,0,1,39,1117,5,5,5,0,0.0
0,1,0,1,0,0,43,546,3,3,3,117,118.0
1,1,0,1,0,1,27,853,5,1,5,0,7.0
0,1,0,0,0,1,38,921,2,5,2,0,3.0
1,1,0,1,0,0,32,529,5,3,5,0,0.0
1,1,0,1,0,0,8,574,4,3,4,0,0.0
1,1,0,0,0,0,40,373,1,4,1,10,6.0
0,1,0,1,0,0,16,641,4,3,4,0,0.0
0,1,0,1,0,0,22,717,4,5,4,19,14.0
0,1,0,1,0,0,38,255,5,4,5,0,0.0
1,1,0,0,0,0,31,1117,2,3,2,34,24.0
0,1,0,0,0,1,22,755,3,4,3,2,0.0
0,1,0,0,0,0,40,705,5,3,5,0,9.0
0,1,0,1,0,0,26,223,1,3,1,14,30.0
1,1,0,1,0,0,24,1258,3,5,3,0,0.0
1,1,0,0,0,0,61,404,2,5,2,21,17.0
0,1,0,0,0,0,39,209,2,5,2,0,0.0
0,1,0,0,0,1,24,763,1,3,1,0,0.0
1,1,0,0,1,0,26,395,4,3,4,12,7.0
